Currently_Investing,Investment_Types,Review_Frequency,Income_Investment_%,Risk_Appetite,Understanding_Level,Preference,Advisor_Type,Past_Loss_Experience,Reaction_To_Loss,Return_Expectation,Recommended_Investment,Recommendation_Reasoning,Recommendation_Confidence
Yes,"Crypto, Mutual Funds, Real Estate, SIP, Stocks",Quarterly,30,High,Medium,Long-Term,Professional Advisor,Yes,Hold,High (>12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns.,0.7
Yes,"Mutual Funds, Stocks",Yearly,6,Moderate,Low,Long-Term,Self,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.6
No,None,Quarterly,1,High,Medium,Long-Term,Both,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.55
Yes,"Mutual Funds, SIP, Stocks",Yearly,20,Moderate,Low,Long-Term,Both,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.75
Yes,"FD, Gold",Yearly,0,Low,Medium,Short-Term,Self,No,N/A,High (>12%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments. Short-term preference -> recommend liquid/safe instruments for near-term needs.,0.6
Yes,"Mutual Funds, Stocks",Yearly,5,Moderate,Low,Short-Term,Both,Yes,Panic Sell,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, FD / Liquid Funds for short-term goals, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Short-term preference -> recommend liquid/safe instruments for near-term needs. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.6
No,None,Rarely,0,Low,Medium,Long-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
Yes,"FD, Gold",Quarterly,8,Low,Medium,Long-Term,Professional Advisor,Yes,Hold,Medium (8-12%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments.,0.6
Yes,"FD, Gold",Quarterly,0,Low,Low,Both,Self,No,N/A,Medium (8-12%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.6
Yes,"FD, Gold",Quarterly,12,Low,Low,Long-Term,Self,No,N/A,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.6
Yes,"FD, Gold",Yearly,5,Low,Low,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.65
No,None,Rarely,0,Moderate,High,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.7
Yes,"Gold, Mutual Funds, SIP",Monthly,12,Moderate,Medium,Long-Term,Self,No,N/A,High (>12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.6
Yes,"FD, Mutual Funds",Monthly,0,Low,Medium,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments.,0.65
No,None,Rarely,0,Low,Low,Short-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
Yes,Stocks,Quarterly,25,High,Medium,Short-Term,Self,Yes,Hold,High (>12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable), FD / Liquid Funds for short-term goals",High risk appetite -> equity-heavy allocation for higher expected returns. Short-term preference -> recommend liquid/safe instruments for near-term needs.,0.65
Yes,FD,Monthly,2,Low,High,Long-Term,Self,No,N/A,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.75
Yes,FD,Yearly,7,Low,High,Both,Self,No,N/A,High (>12%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments.,0.75
No,None,Never,0,High,Medium,Short-Term,Self,No,N/A,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
Yes,"FD, Gold",Rarely,6,Low,Low,Short-Term,Self,No,N/A,Medium (8-12%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Short-term preference -> recommend liquid/safe instruments for near-term needs. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.6
No,None,Yearly,0,Low,Low,Long-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
Yes,"Mutual Funds, SIP",Monthly,13,Moderate,Low,Long-Term,Self,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.6
Yes,"FD, Gold",Rarely,16,Low,Low,Both,Self,No,N/A,High (>12%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.7
Yes,"Gold, Mutual Funds",Quarterly,0,Moderate,Low,Long-Term,Both,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.65
No,None,Rarely,0,High,Low,Both,Self,Yes,Panic Sell,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.45
Yes,"FD, Gold, Mutual Funds",Monthly,8,Low,Medium,Long-Term,Both,No,N/A,Medium (8-12%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments.,0.65
No,None,Monthly,0,Moderate,High,Long-Term,Professional Advisor,No,N/A,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.7
No,None,Quarterly,0,Moderate,Medium,Long-Term,Professional Advisor,No,N/A,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.55
Yes,"FD, Gold",Monthly,8,Low,High,Long-Term,Professional Advisor,No,N/A,High (>12%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments.,0.8
Yes,"Mutual Funds, SIP",Yearly,10,Moderate,Medium,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.65
Yes,"FD, Gold, Mutual Funds",Never,4,Low,Low,Short-Term,Self,No,N/A,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Short-term preference -> recommend liquid/safe instruments for near-term needs. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.6
Yes,Mutual Funds,Yearly,12,Moderate,Medium,Long-Term,Self,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.6
No,None,Rarely,0,Low,Low,Long-Term,Professional Advisor,Yes,Hold,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
No,None,Quarterly,0,Moderate,Medium,Both,Professional Advisor,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.55
Yes,"FD, Gold, Real Estate",Yearly,10,Low,Medium,Long-Term,Professional Advisor,No,N/A,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.65
Yes,Stocks,Rarely,25,High,High,Long-Term,Self,Yes,Hold,Medium (8-12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns.,0.8
No,None,Yearly,0,Low,Low,Short-Term,Professional Advisor,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.55
Yes,Mutual Funds,Quarterly,19,Moderate,Low,Long-Term,Self,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.7
No,None,Quarterly,0,Moderate,High,Long-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.65
Yes,"Mutual Funds, SIP",Yearly,7,Moderate,Low,Both,Self,Yes,Panic Sell,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.55
No,None,Monthly,0,Moderate,Medium,Both,Professional Advisor,Yes,Hold,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
Yes,"FD, Mutual Funds",Rarely,8,Moderate,Medium,Short-Term,Professional Advisor,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, FD / Liquid Funds for short-term goals",Moderate risk -> mix of equity via SIPs and debt for stability. Short-term preference -> recommend liquid/safe instruments for near-term needs.,0.65
Yes,"Mutual Funds, SIP",Never,11,Moderate,High,Both,Self,Yes,Hold,High (>12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.7
Yes,"Crypto, FD, Real Estate, Stocks",Quarterly,19,High,High,Short-Term,Professional Advisor,No,N/A,High (>12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable), FD / Liquid Funds for short-term goals",High risk appetite -> equity-heavy allocation for higher expected returns. Short-term preference -> recommend liquid/safe instruments for near-term needs.,0.9
Yes,"FD, Mutual Funds",Yearly,3,Low,High,Long-Term,Self,Yes,Diversify,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.7
Yes,"Mutual Funds, SIP",Yearly,8,Moderate,Low,Long-Term,Self,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.6
No,None,Yearly,2,High,High,Short-Term,Self,Yes,Hold,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.6
No,None,Quarterly,0,High,Medium,Long-Term,Self,Yes,Diversify,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.45
Yes,"SIP, Stocks",Rarely,38,High,Medium,Short-Term,Self,No,N/A,Medium (8-12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable), FD / Liquid Funds for short-term goals",High risk appetite -> equity-heavy allocation for higher expected returns. Short-term preference -> recommend liquid/safe instruments for near-term needs.,0.7
Yes,"Mutual Funds, SIP",Quarterly,5,Moderate,Low,Short-Term,Self,Yes,Panic Sell,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, FD / Liquid Funds for short-term goals, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Short-term preference -> recommend liquid/safe instruments for near-term needs. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.55
